GSE233233_DOWN_Gene_Name_leaf_Salt.stress_vs_control,GSE152620_DOWN_Gene_Name_leaf_Salt.stress_vs_control,GSE148353_DOWN_Gene_Name_leaf_Salt.stress_vs_control,4_GSE106149_Down_Gene_Name_ROOT_WT,8_GSE106149_Down_Gene_Name_Leaflet_WT,2_GSE16401_Down_Gene_Name_MoneyMaker_Whole_Plant
name,x,name,SPOT_ID,SPOT_ID,name
Solyc07g063540,Solyc02g063450,GAI,Solyc03g031590,Solyc02g063000,Solyc12g005790
Solyc01g110540,Solyc11g150146,Solyc02g067050,Solyc06g072390,Solyc10g005080,None
Solyc01g065700,Solyc10g079120,Solyc05g026570,XM_004232733,XM_004240826,Solyc02g064970
Solyc10g085310,Solyc04g025160,Solyc01g005550,XM_004242814,XM_004230932,Solyc06g066830
Solyc02g089620,Solyc10g083640,Solyc02g086890,Solyc07g009050,Solyc10g079620,Solyc02g082170
Solyc04g011390,Solyc02g082130,Solyc09g066100,Solyc03g078620,Solyc03g025710,Solyc08g078890
Solyc05g054610,Solyc06g007980,Solyc10g054420,Solyc07g009040,Solyc03g120020,Solyc08g078930
Solyc06g005420,Solyc03g059490,Solyc10g055630,Solyc07g009030,Solyc07g064410,Solyc04g076190
Solyc06g005430,Solyc09g008280,Solyc03g083560,Solyc06g075970,Solyc03g005790,Solyc05g006730
Solyc06g072240,Solyc06g006100,Solyc01g094790,XM_004231237,Solyc06g036260,Solyc12g040790
Solyc06g075830,Solyc05g009980,Solyc02g087400,Solyc06g072400,Solyc04g050440,Solyc01g096940
Solyc06g075930,Solyc02g090190,Solyc09g011690,Solyc02g069190,XM_004249460,Solyc11g069250
Solyc06g075960,Solyc01g087170,Solyc03g097950,Solyc11g007220,Solyc12g044330,Solyc02g083500
Solyc11g072860,Solyc12g017260,Solyc11g012680,Solyc09g074430,Solyc02g092110,Solyc03g013340
Solyc07g005050,Solyc01g067640,Solyc06g064940,Solyc07g008980,Solyc03g116730,Solyc04g076180
Solyc12g010350,Solyc11g040370,Solyc01g100970,Solyc10g049280,Solyc09g075470,Solyc04g078110
Solyc06g008260,Solyc05g054180,Solyc04g017720,Solyc08g082950,Solyc01g107460,Solyc03g043740
RPS17,Solyc07g039320,Solyc05g024430,Solyc10g083230,XM_004248130,Solyc08g007430
Solyc06g069860,Solyc12g098740,Solyc01g028810,Solyc05g054620,Solyc11g005430,Solyc07g047740
Solyc08g007140,Solyc06g083730,Solyc06g068010,Solyc12g038680,Solyc11g006300,Solyc01g104820
Solyc10g061970,Solyc03g118270,OPR1,Solyc02g089620,Solyc02g067230,Solyc03g123410
Solyc05g054810,Solyc08g066180,Solyc06g035920,Solyc11g007210,Solyc01g087590,Solyc03g083560
Solyc02g069850,Solyc05g056100,Solyc01g111830,Solyc01g091700,Solyc08g080190,Solyc09g007660
Solyc11g008910,Solyc01g099350,Solyc08g079750,Solyc07g009060,Solyc01g005590,Solyc07g065110
Solyc03g095500,Solyc11g062190,Solyc05g009570,Solyc07g009020,Solyc06g068970,Solyc03g031800
Solyc10g007750,Solyc08g014060,Solyc09g014380,Solyc01g005090,Solyc05g052950,Solyc12g009930
Solyc01g091220,Solyc06g068320,Solyc02g077710,Solyc07g062670,Solyc07g063120,Solyc05g050000
Solyc03g083530,Solyc11g071920,Solyc03g118410,Solyc10g018200,Solyc01g094700,Solyc01g086920
Solyc10g018250,Solyc09g015840,Solyc02g093080,Solyc01g073800,Solyc11g044250,Solyc01g107430
Solyc11g072260,Solyc02g076750,Solyc01g102310,Solyc09g007020,Solyc03g098320,Solyc02g082090
Solyc10g081380,Solyc12g095760,Solyc05g006650,Solyc06g035940,Solyc06g060310,Solyc01g108320
Solyc12g096700,Solyc07g062680,Solyc04g009540,Solyc10g085850,Solyc12g006050,Solyc07g049290
Solyc11g067100,Solyc09g005700,Solyc10g085910,XM_004239323,Solyc11g065830,Solyc01g015080
Solyc03g083560,Solyc11g005330,Solyc01g109700,Solyc12g096900,Solyc06g066700,Solyc12g044950
Solyc04g005080,Solyc07g053600,Solyc01g101100,Solyc03g093380,Solyc10g084430,Solyc08g078910
Solyc09g083370,Solyc03g082940,Solyc01g079580,Solyc11g018530,Solyc02g093720,Solyc11g006990
Solyc02g092430,Solyc01g087650,Solyc10g006040,Solyc10g076410,Solyc01g079830,Solyc12g035400
Solyc03g115360,Solyc03g123610,Solyc10g005110,Solyc06g061080,Solyc01g066680,Solyc03g006880
Solyc01g110340,Solyc12g095960,Solyc02g065680,Solyc06g050630,XM_004240410,Solyc12g009650
Solyc09g005720,Solyc08g081760,Solyc02g021000,Solyc10g047170,Solyc06g071830,Solyc06g035980
Solyc11g068450,Solyc12g009960,Solyc03g111840,Solyc12g049090,Solyc10g081560,Solyc03g095780
Solyc06g008170,Solyc03g096980,Solyc09g015140,Solyc06g062450,XM_004236298,Solyc01g090610
Solyc06g083780,Solyc04g082250,CYP707A2,Solyc03g026230,Solyc06g069730,Solyc09g010360
Solyc09g072870,Solyc02g084490,Solyc08g078010,Solyc06g007650,XM_004253066,Solyc01g073640
Solyc09g090610,Solyc03g006130,Solyc03g116870,Solyc06g064620,Solyc06g074800,Solyc07g045440
Solyc11g020890,Solyc05g010425,GAST1,Solyc01g014140,Solyc06g074670,Solyc06g005560
Solyc11g011010,Solyc02g089950,Solyc05g006050,Solyc02g093670,Solyc04g080040,Solyc03g120720
Solyc03g112850,Solyc01g097010,Solyc09g018890,Solyc01g102380,Solyc11g044240,Solyc03g123580
Solyc12g008380,Solyc08g081240,Solyc10g007670,Solyc01g010000,Solyc01g095070,Solyc05g051870
Solyc03g114310,Solyc10g006540,Solyc06g054570,Solyc02g094400,XM_004229236,Solyc09g008320
Solyc08g077280,Solyc10g086060,Solyc01g080540,Solyc04g071080,Solyc10g079200,Solyc10g050110
Solyc12g015860,Solyc06g009060,Solyc03g082970,Solyc08g061560,Solyc06g035700,Solyc07g052240
