GSE233233_DOWN_Gene_Name_leaf_Salt.stress_vs_control,GSE152620_DOWN_Gene_Name_leaf_Salt.stress_vs_control,GSE148353_DOWN_Gene_Name_leaf_Salt.stress_vs_control,4_GSE106149_Down_Gene_Name_ROOT_WT,8_GSE106149_Down_Gene_Name_Leaflet_WT,2_GSE16401_Down_Gene_Name_MoneyMaker_Whole_Plant
name,x,name,SPOT_ID,SPOT_ID,name
Solyc07g063540.3,Solyc02g063450.4.1,GAI,Solyc03g031590.2,Solyc02g063000.2,Solyc12g005790.2
Solyc01g110540.3,Solyc11g150146.1.1,Solyc02g067050.3,Solyc06g072390.2,Solyc10g005080.2,None
Solyc01g065700.3,Solyc10g079120.3.1,Solyc05g026570.3,XM_004232733.1,XM_004240826.1,Solyc02g064970.3
Solyc10g085310.1,Solyc04g025160.3.1,Solyc01g005550.3,XM_004242814.1,XM_004230932.1,Solyc06g066830.3
Solyc02g089620.3,Solyc10g083640.2.1,Solyc02g086890.3,Solyc07g009050.2,Solyc10g079620.1,Solyc02g082170.2
Solyc04g011390.1,Solyc02g082130.2.1,Solyc09g066100.3,Solyc03g078620.1,Solyc03g025710.2,Solyc08g078890.2
Solyc05g054610.1,Solyc06g007980.4.1,Solyc10g054420.2,Solyc07g009040.2,Solyc03g120020.2,Solyc08g078930.1
Solyc06g005420.1,Solyc03g059490.1.1,Solyc10g055630.2,Solyc07g009030.2,Solyc07g064410.1,Solyc04g076190.1
Solyc06g005430.1,Solyc09g008280.2.1,Solyc03g083560.1,Solyc06g075970.2,Solyc03g005790.2,Solyc05g006730.3
Solyc06g072240.1,Solyc06g006100.3.1,Solyc01g094790.3,XM_004231237.1,Solyc06g036260.2,Solyc12g040790.2
Solyc06g075830.2,Solyc05g009980.4.1,Solyc02g087400.1,Solyc06g072400.1,Solyc04g050440.2,Solyc01g096940.3
Solyc06g075930.1,Solyc02g090190.1.1,Solyc09g011690.3,Solyc02g069190.2,XM_004249460.1,Solyc11g069250.2
Solyc06g075960.1,Solyc01g087170.3.1,Solyc03g097950.3,Solyc11g007220.1,Solyc12g044330.1,Solyc02g083500.3
Solyc11g072860.2,Solyc12g017260.2.1,Solyc11g012680.2,Solyc09g074430.2,Solyc02g092110.2,Solyc03g013340.3
Solyc07g005050.3,Solyc01g067640.3.1,Solyc06g064940.3,Solyc07g008980.2,Solyc03g116730.2,Solyc04g076180.3
Solyc12g010350.2,Solyc11g040370.2.1,Solyc01g100970.3,Solyc10g049280.1,Solyc09g075470.2,Solyc04g078110.1
Solyc06g008260.3,Solyc05g054180.3.1,Solyc04g017720.3,Solyc08g082950.2,Solyc01g107460.2,Solyc03g043740.3
RPS17,Solyc07g039320.2.1,Solyc05g024430.3,Solyc10g083230.1,XM_004248130.1,Solyc08g007430.2
Solyc06g069860.3,Solyc12g098740.2.1,Solyc01g028810.3,Solyc05g054620.2,Solyc11g005430.1,Solyc07g047740.3
Solyc08g007140.3,Solyc06g083730.3.1,Solyc06g068010.3,Solyc12g038680.1,Solyc11g006300.1,Solyc01g104820.3
Solyc10g061970.2,Solyc03g118270.1.1,OPR1,Solyc02g089620.2,Solyc02g067230.2,Solyc03g123410.1
Solyc05g054810.3,Solyc08g066180.3.1,Solyc06g035920.3,Solyc11g007210.1,Solyc01g087590.2,Solyc03g083560.1
Solyc02g069850.3,Solyc05g056100.3.1,Solyc01g111830.3,Solyc01g091700.2,Solyc08g080190.2,Solyc09g007660.1
Solyc11g008910.2,Solyc01g099350.3.1,Solyc08g079750.3,Solyc07g009060.2,Solyc01g005590.2,Solyc07g065110.1
Solyc03g095500.3,Solyc11g062190.2.1,Solyc05g009570.3,Solyc07g009020.1,Solyc06g068970.2,Solyc03g031800.3
Solyc10g007750.1,Solyc08g014060.4.1,Solyc09g014380.3,Solyc01g005090.2,Solyc05g052950.2,Solyc12g009930.2
Solyc01g091220.3,Solyc06g068320.3.1,Solyc02g077710.1,Solyc07g062670.1,Solyc07g063120.2,Solyc05g050000.3
Solyc03g083530.3,Solyc11g071920.3.1,Solyc03g118410.3,Solyc10g018200.1,Solyc01g094700.2,Solyc01g086920.3
Solyc10g018250.2,Solyc09g015840.4.1,Solyc02g093080.3,Solyc01g073800.2,Solyc11g044250.1,Solyc01g107430.2
Solyc11g072260.2,Solyc02g076750.3.1,Solyc01g102310.3,Solyc09g007020.1,Solyc03g098320.2,Solyc02g082090.3
Solyc10g081380.2,Solyc12g095760.2.1,Solyc05g006650.3,Solyc06g035940.2,Solyc06g060310.2,Solyc01g108320.3
Solyc12g096700.2,Solyc07g062680.3.1,Solyc04g009540.1,Solyc10g085850.1,Solyc12g006050.1,Solyc07g049290.3
Solyc11g067100.2,Solyc09g005700.3.1,Solyc10g085910.2,XM_004239323.1,Solyc11g065830.1,Solyc01g015080.3
Solyc03g083560.1,Solyc11g005330.2.1,Solyc01g109700.3,Solyc12g096900.1,Solyc06g066700.1,Solyc12g044950.2
Solyc04g005080.3,Solyc07g053600.3.1,Solyc01g101100.3,Solyc03g093380.1,Solyc10g084430.1,Solyc08g078910.2
Solyc09g083370.3,Solyc03g082940.3.1,Solyc01g079580.3,Solyc11g018530.1,Solyc02g093720.2,Solyc11g006990.2
Solyc02g092430.1,Solyc01g087650.4.1,Solyc10g006040.1,Solyc10g076410.1,Solyc01g079830.2,Solyc12g035400.2
Solyc03g115360.3,Solyc03g123610.4.1,Solyc10g005110.3,Solyc06g061080.2,Solyc01g066680.2,Solyc03g006880.3
Solyc01g110340.3,Solyc12g095960.3.1,Solyc02g065680.3,Solyc06g050630.2,XM_004240410.1,Solyc12g009650.2
Solyc09g005720.3,Solyc08g081760.3.1,Solyc02g021000.3,Solyc10g047170.1,Solyc06g071830.2,Solyc06g035980.3
Solyc11g068450.2,Solyc12g009960.2.1,Solyc03g111840.3,Solyc12g049090.1,Solyc10g081560.1,Solyc03g095780.2
