GeneID,GSM4462441,GSM4462442,GSM4462443,GSM4462444,GSM4462445,GSM4462446,GSM4462447,GSM4462448,GSM4462449
101246939,0.83,0.57,0.43,0.17,0.07,0.2,0.1,0.07,0.24
101246942,12.83,10.22,11.16,7.39,7.09,6.11,8.77,10.4,9.09
101246943,0,0.03,0,0.03,0,0.16,0.74,1.28,0.34
101246944,5.67,7.06,6.79,14.44,15.84,15.34,17.32,16.49,12.21
101246945,0,0,0,0.03,0.03,0,0,0,0
101246947,17.53,25.87,22.05,18.3,13.24,12.83,11.73,17.47,14.01
101246948,1.32,1.29,1.44,1.51,1.78,0.95,1.23,1.33,1.2
101246949,15.75,23.55,15.78,10.35,8.18,9.53,12.57,13.25,14.67
101246950,0,0.09,0,0,0,0,0,0,0.04
101246951,0,0,0,0,0,0,0,0,0
101246952,66.05,40.85,55.08,5.47,2.22,2.92,22.35,18.41,22.48
101246953,0,0,0,0.18,2.34,0.81,0,0,0
101246954,1.42,3.61,2.21,16.04,26.05,25,244.48,184.62,185.32
101246955,21.91,25.44,21.23,22.35,12.33,13.75,18.1,20.75,29.08
101246958,6.62,9.98,6.04,5.24,7.25,6.16,16.77,14.66,14.84
101246959,29.42,25.11,30.22,48.52,42.6,43.3,31.46,31.77,33.45
101246960,12.98,16.97,13.61,8.08,7.62,7.01,12.98,13.09,11.69
101246961,3.38,30.71,2.58,52.48,6.17,21.53,59.92,229.44,174
101246962,14.24,24.62,15.95,24.55,31.45,34.51,50.91,49.84,45.56
101246963,0,0,0,0,0,0,0.24,1.02,0
101246964,38.25,43.67,35.84,6.41,4.6,6.42,13.38,10.68,16.53
101246965,50.26,49.22,52.54,57.4,85.72,100.87,44.81,53.23,42.07
101246966,1.45,2.18,1.43,0.94,0.84,1.09,3.63,3.9,2.58
101246967,32.21,28.33,30.86,13.17,15.5,14.99,20.91,21.13,23.13
101246968,30.28,29,30.52,6.58,3.93,4.46,19.85,19.04,22.64
101246969,0,0,0,0.39,0.59,0.49,0,0.2,0.3
101246970,0.4,0.44,0.4,182.02,267.98,203.16,5.82,4.97,6.48
101246971,0.75,2.13,2.84,0.3,0.4,0.4,0.41,0.1,0.31
101246972,0,0,0,0,0,0,0,0,0
101246974,0.18,0.21,0.05,0.22,0.2,0.05,0.46,0.3,0.18
101246975,4.76,9.11,6.35,1.1,2.65,1.59,0.91,1.16,1.19
101246976,519.09,933.21,665.81,40.22,38.96,48.64,9.53,8.99,6.07
101246977,9.78,9.08,9.73,3.79,2.76,2.97,2.38,2.53,4
101246978,0.34,1.93,0.49,0.35,0.24,0.09,1.03,1.42,1.49
101246980,17.63,17.89,14.87,12.68,11.74,14.74,45.95,39.2,36.95
101246981,36.45,24.57,32.23,11.79,11.88,12.12,16.07,17.24,17.51
101246982,40.18,73.21,51.85,95.18,101.68,107.37,206.03,212.69,120.63
101246983,4.49,7.3,5.21,1.29,0.72,0.84,2.84,3.41,3.01
101246984,13.76,12.24,19.75,1.93,1.41,2,2.61,6.93,5.96
101246985,0.14,0.05,0.14,0,0,0.32,0,0.14,0.05
101246986,12.5,15.11,11.03,3.4,1.98,2.8,3.86,3.92,5.66
101246987,28.25,29,27.64,12.46,12.7,14.17,25.73,25.47,22.2
101246988,55.73,88.74,56.85,97.38,122.57,112.93,73.72,80.19,62.61
101246990,3.37,4.9,3.09,1.58,2.13,1.58,7.47,6.77,6.16
101246991,39.01,44.92,40.22,53.46,64.17,66.26,73.8,74.21,73.49
101246992,0.24,0.33,0.19,2.18,2.98,3.89,5.48,5.69,5.25
101246993,0.17,1.17,0.27,0.4,0.02,0.02,0,0.06,0.02
101246994,82.78,91.23,78.76,38.82,38.1,44.01,76.3,69.88,72.76
101246995,2.16,3.54,2.48,0.79,1.5,1.23,1.57,1.72,1.01
101246996,12.1,13.61,11.6,8.07,4.8,6.46,18.75,18.46,22.56
101246997,19.54,23.34,21.24,19.94,24.05,23.33,24.84,21.89,21.31
101246998,31.41,21.38,30.74,25.15,20.03,21.16,5.3,5.41,6.4
101247002,81.53,85.96,88.23,59.27,69.35,71.56,91.82,88.32,88.69
101247003,3.45,8.3,4.8,37.42,47.1,45.43,9.49,7.18,6.83
101247004,0.93,1.11,0.78,2.6,4.56,4.48,1.81,2.77,1.52
101247005,1.18,1.35,1.25,4.48,3.81,4.5,4,5.2,6.29
101247006,39.21,45.03,41.43,99.75,123.9,128.28,86,90.57,83.38
101247008,0.57,2.44,0.7,0.6,1.15,0.74,0.35,0.54,0.28
101247010,4.59,5.12,5.18,6.7,5.74,6.56,7.55,7.99,6.15
101247011,4.59,5.81,3.37,3.52,1.11,1.55,43.69,17.97,33.19
101247012,114.12,95.9,104.7,92.84,56.89,62.59,22.91,29.18,26.01
101247013,0.05,0.4,0.14,9.27,4.86,4.5,3.92,4.84,5.07
101247014,4.94,3.08,4.42,5.24,4.62,3.9,4.35,3.81,3.74
101247015,88.08,92.88,98.01,11.17,4.12,5.11,21.31,25.21,24.01
101247016,7.19,5.54,7.56,1.72,0.65,1.27,0.91,1.64,2.35
101247017,9.03,13.1,11.77,3.79,1.96,1.63,1.41,1.65,0.9
101247018,20.11,17.09,17.45,62.35,46.27,61.65,16.17,15.83,25.86
101247019,158.23,106.36,157.86,44.65,26.64,30.24,82.36,78.8,89.27
101247022,20.31,23.58,21.25,23.18,26.93,26.03,44.26,44.99,47.19
101247023,286.01,567.27,379.69,8436.24,12512.59,13035.22,10378.35,8432.03,6884.13
101247024,33.54,22.28,33.39,40.39,22.77,27.12,189.02,159.21,179.76
101247025,0.44,1.01,0.82,0.6,0.65,1.02,1.75,1.25,1.75
101247026,34.1,43.36,36.19,11.43,10.01,10.3,19.91,12.48,13.68
101247027,0,0,0,0,0.05,0,0,0,0
101247028,0,0,0.03,0.1,0.1,0.16,0.07,0.1,0
101247030,14.37,26.2,18.77,10.46,6.55,7.87,1.88,3.26,2.66
101247031,2.52,3.23,2.87,2.29,3.24,2.4,3.1,3.36,3.52
101247032,42.89,37.77,42.66,30.89,25.6,24.23,29.27,35.52,32.47
101247033,0.71,1.28,0.38,5.62,6.28,5.22,2.34,3.06,1.56
101247034,41.41,46.01,41.61,30.02,31.71,30.87,46.16,48.07,39.84
101247035,1.71,2.56,1.93,0.11,0.19,0.11,0.08,0.04,0.08
101247036,204.87,205.6,234.85,642.92,572.16,612.16,77.53,84.92,78.96
101247037,1.3,1.75,1.58,1.05,1.43,1.01,2.26,3.32,1.87
101247038,17.98,16.48,16.16,8.82,7.27,8.73,15.9,14.59,18.56
101247039,4.4,8.64,5.19,3.19,4.42,3.9,5.67,7.91,6.97
101247040,9.54,9.69,9.54,6.1,4.43,5.67,10.98,11.42,11.38
101247042,20.38,22.82,19.97,29.66,39.94,37.27,34.39,32.59,42.2
101247043,8.38,18.14,8.78,5.86,6.55,5.67,9.75,8.71,9.04
101247045,0.38,0.04,0.04,0.04,0.08,0.08,0.21,0,0.12
101247047,39.86,25.43,34.74,237.74,175.77,207.68,74.38,79.81,110.72
101247048,0.68,3.54,1.09,0.32,0.37,0.16,0.33,1.09,0.42
101247050,0.36,1.1,0.59,0.25,0.06,0.26,0.29,0.85,0.47
101247051,32.87,26,34.1,14.18,10.79,8.93,9.38,6.79,9.78
101247052,118.22,110.3,117.03,59.39,55.02,59.58,52.58,54.81,58.29
101247054,39.05,41.77,38.88,23.6,17.15,20.02,20.78,20.02,22.53
101247056,0,0,0,0,0,0.14,0.86,0.14,0.42
101247058,4.19,4.56,4.53,1.83,0.98,1.67,2.94,2.24,3.32
101247060,19.16,15.87,19.71,8.06,6.53,7.31,21.85,23.72,23.93
101247061,27.5,29.01,28.4,10.42,4.66,5.56,4.23,4.38,4.59
101247062,13.62,10.62,12.23,5.26,3.95,5.19,4.91,5.45,6.28
101247064,1.53,2.99,2.1,0.31,0.05,0.1,0.05,0.05,0.05
101247065,15.33,15.39,16.27,10.76,6.71,8.43,15.16,16.44,17.01
101247066,15.89,23.22,16.17,17.01,21.14,21.93,27.47,28.59,21.53
101247067,5.19,6.68,5.2,4.14,2.53,3.66,3.44,4.47,3.42
101247070,115.16,166.55,114.12,95.23,142.65,127.56,58.69,62.22,58.47
101247071,12.17,10.94,12.67,13.69,9.72,10.73,23.37,23.21,24.24
101247072,71.53,108.31,76.22,108.47,156.93,131.67,196.8,198.38,164.59
101247074,9.02,9.13,7.68,12.55,11.24,12.12,18.14,19.28,21.67
101247075,5.27,5.39,5.42,0.79,1.82,1.59,22.3,23.97,26.4
101247077,2.7,4.45,3.44,4.18,3.01,3.8,10.83,8.58,7.98
101247078,0.05,0.05,0,2.61,2.19,6.65,0,0,0.32
101247079,0,0,0,0,0,0,0,0,0
101247080,0.77,1.33,0.96,0.09,0.1,0.02,0,0.02,0
101247082,12.96,12.68,12.94,3.2,4.27,3.55,8.14,8.4,9.7
101247083,0.06,0.19,0,0.06,0.12,0,0.06,0,0.12
101247084,12.37,15.41,11.99,23.9,22.42,27.71,24.4,25.92,35.31
101247085,17.76,19.36,17.75,23.55,20.16,22.36,23.79,23.83,29.86
101247086,36.9,28.16,33.55,28.02,27,23,23.13,24.04,22.76
101247087,52.7,46.26,50.11,11.93,5.28,6.68,26.99,18.52,29.7
101247088,1.09,1.9,1.31,1.02,0.71,0.83,2.46,2.78,2.15
101247089,0.07,0.2,0.2,0.06,0,0,0,0,0.06
101247090,4.08,5.11,3.37,1.25,1.49,1.48,13.18,15.87,15.96
101247092,21.3,21.62,24.56,25.7,26.8,21.89,47.26,45.52,48.22
101247093,26.24,32.94,27.1,25.97,28.25,27.8,68.29,65.61,60.95
101247094,42.93,44.51,39.48,96.65,116.44,109.69,153.53,151.86,152.8
101247095,8.24,7.09,7.11,7,5.7,6.15,12.04,10.4,11.05
101247097,4.92,5.02,4.8,46.83,43.38,39.16,29.18,30.37,35.86
101247098,4.34,9.55,4.72,1.94,1.46,1.3,9.07,11.9,6.96
101247099,64.06,67.09,62.86,14.5,9.56,10.58,25.87,27.24,27.71
101247100,0,0.16,0,15.97,52.36,39.8,9.01,4.61,7.63
101247104,9.75,13.48,10.4,7.79,9.27,7.46,11.1,10.49,13.84
101247106,26.84,22.41,24.85,23.75,20.53,22.02,27.94,24.41,31.53
101247107,0.12,0.1,0.1,0.08,0.06,0.1,0.08,0.05,0.02
101247108,0,0,0,0,0.05,0,0,0,0
101247110,22.39,47.44,35.87,2.48,2.68,3.74,1.54,0.7,0.42
101247111,2.56,3.95,2.88,11.35,21.19,21.61,20.88,10.56,4.1
101247112,23.16,26.03,27.02,39.21,39.09,43.26,24.15,28.14,26.63
101247114,9.48,9.86,9.23,6.1,4.17,3.42,7.53,8.12,6.74
101247115,15.99,19.1,14.75,4.16,3.88,5.08,17.89,16.71,21.46
101247116,3.95,4.98,4.08,4.95,4.89,5.23,5.82,5.66,5.82
101247117,7.33,8.36,6.36,3.64,2.14,2.28,0.82,1.42,1.02
101247118,16.48,16.13,16.06,6.17,3.01,4.53,8.85,10.96,10.27
101247120,22.98,19.61,22.38,15.92,14.1,15,20.03,17.02,20.45
101247121,8.87,11.25,9.79,4.47,4.9,3.98,9.02,8.69,9.08
101247122,52,48.64,55.56,22.47,9.73,16.73,53.27,62.16,52.15
101247124,0.57,2.31,1.23,13.75,36.97,23.44,1.09,3.32,1.39
101247126,15.04,14.11,13.28,33.08,36.59,41.05,25.78,24.74,25.38
101247127,25.47,26.96,24.68,40.54,50.45,45.19,28.29,28.53,26.97
101247128,4.25,5.53,9.83,0.28,0.37,0.37,3.53,2.77,3.04
101247129,0,0,0,0.02,0,0,0,0,0.02
101247130,0,0.33,0,4.41,22.2,10.46,2.42,5.99,2.75
101247131,5.29,6.72,3.38,2.73,7.23,5.38,4.1,6.28,4.51
101247132,13.86,17.48,17.48,17.79,26.16,24.43,14.86,15.81,14.31
101247134,0.06,0.12,0.09,0.28,0.17,0.19,0.06,0.06,0.03
101247136,7.7,15.65,12.31,11.36,16.93,18.91,50.06,36.07,35.92
101247137,1.32,3.34,2.8,2.94,2.77,3.71,2.2,2.65,1.47
101247139,9.17,11.03,8.83,1.89,1.3,2,3.22,2.63,2.58
101247141,20.81,16.62,20.21,8.83,7.98,9.24,10.2,9.94,9.43
101247143,18.37,18.25,19.6,10.36,8.15,9.62,18.4,18.23,20.99
101247146,2.91,3.64,3.29,20.24,19.03,17.73,15.39,21.28,24.07
101247147,16.55,21.44,18.21,22.44,27.64,27.18,28.31,31.64,28.26
101247148,0,0.04,0.17,0.24,0.25,0.24,0.17,0.69,0.8
101247149,369.57,266.51,365.78,15.26,6.05,8.57,31.06,27.21,46.17
101247150,0,0,0,0,0,0,0,0.06,0
101247151,2281.76,1908.02,2015.88,2345.08,1959,2404.48,1469.73,1671.51,1983.11
101247154,4.24,3.88,2.54,3.89,1.91,1.04,6.78,15.72,13.95
101247157,11.83,10.21,10.7,4.65,3.83,4.13,8.56,9.43,8.39
101247158,0.12,0.41,0.28,1.13,0.83,0.61,0.34,1.16,1.46
101247159,0,0,0,3.2,0.43,1.3,0,0,0
101247160,23.32,19.42,22.2,24.54,22.96,22.56,24.16,24.72,22.18
101247161,0.89,1.4,0.94,0.7,1.07,1,1.72,1.73,1.59
101247162,0.04,0.08,0.04,0.31,0.63,0.43,0.28,0.27,0.32
101247163,39.89,45.99,39.51,28.79,39.96,34.2,16.78,19.62,11.75
101247164,0,0.04,0,0,0.01,0.01,0,0.01,0
101247165,15.18,18.67,15.57,12.97,16.23,15.64,22.4,20.83,22.33
101247167,13.68,14.49,14.47,30.1,32.72,33.47,25.68,27.58,23.77
101247168,0.27,0.45,0.31,1.27,1.28,1.74,0.22,0.34,0.79
101247169,95.34,64.66,90.82,53.89,28.85,30.68,70.04,77.32,83.49
101247171,0,0,0,0,0,0,0,0,0.08
101247172,8.63,7.84,9.14,5.94,6.03,5.96,8.3,7.51,7.8
101247173,0.42,1.05,0.52,44.24,57.6,45.06,6.7,11.53,12.75
101247174,82.22,88.56,92.37,13.74,18.17,16.72,20.15,17.71,22
101247175,18.08,18.44,19.64,5.1,2.73,3.09,9.44,10.63,11.33
101247176,0.12,0.4,0.18,0.62,0.34,0.19,0.07,0.45,0.15
101247177,0.36,1.89,0.81,1.15,0.45,0.48,2.94,2.66,3.47
101247179,10.55,10.85,11.2,8.88,8.59,10.3,10.07,13.05,12.59
101247180,0.16,0.08,0.1,1.56,2.39,1.37,0.03,0.02,0.03
101247181,0,0,0,0,0,0.04,0,0,0
101247182,18.58,31.93,17.4,3.14,1.59,1.65,21.9,16.77,15.33
101247183,14.36,11.07,14.97,62.87,59.61,67.6,31.64,41.04,40.05
101247184,2.84,3.11,2.54,0.44,0.27,0.09,0.92,0.4,1.09
101247185,41.51,60.39,39.59,21.91,28.11,29.05,20.36,21.66,19.03
101247187,0.15,0.16,0.21,0.21,0,0.06,0.06,0.47,0.06
101247189,13.93,17.02,15.33,5.44,7.16,6.28,8.06,7.89,12.78
101247190,0,0.15,0,0,0,0,0,0,0
101247192,0.03,0,0,0,0,0,0,0,0
101247194,8.49,7,8.39,6.55,4.43,5.72,10.29,11.76,11.84
101247195,75.22,97.03,94.7,206.82,199.15,236.25,129.32,138.09,123.51
101247196,6.31,10.43,4.31,11.78,18.58,16.17,170.18,130.74,167.48
101247199,4.46,3.37,3.22,0,0,0,0.63,0.12,0.37
101247200,115.96,105.46,99.19,134.21,194.57,180.77,53.36,58.47,53.09
101247202,9.64,10.1,11.27,4.22,3.38,4.46,9.36,8.4,7.9
101247203,211.39,249.32,205.49,230.43,251.17,238.04,197.18,185.08,190.84
101247204,0,0,0,0,0.03,0.03,0,0,0
101247205,5.63,5.46,5.15,20.4,17.74,23.15,13.4,14.3,19.79
101247206,1.4,1.97,1.32,0.92,0.23,0.52,0,0.06,0.12
101247207,21.13,18.79,23.14,44,38.64,41.57,29.57,33.86,44.14
101247210,24.34,26.62,23.84,18.97,11.1,14.3,17.05,19.12,18.86
101247212,0.48,0.77,0.95,2.26,5.53,3.08,32.74,58.49,15.69
101247213,19.74,22.38,20.97,9.24,12.69,12.41,7.39,8.01,5.86
101247214,1.95,2.81,2.06,2.03,1.85,2.42,3.65,3.27,2.95
101247215,8.66,9.24,8.38,3.66,2.26,1.79,3.09,3.74,3.69
101247216,0.06,0.37,0.06,0.05,0,0.03,0,0.03,0.01
101247217,25.39,40.29,26.29,6.94,3.39,4.4,8.72,13.72,10.81
101247218,19.46,21.01,20.8,26.03,22.8,24.56,35.5,34.11,33.39
101247221,41.17,50.45,42.74,27.45,19.23,21.76,11.32,14.32,13.12
101247223,3.03,3.35,2.53,3.7,3.63,3.97,11.02,9.04,11.52
101247226,0,0,0,0,0,0.06,0.1,0.17,0.19
101247227,6.78,7.9,6.9,2.78,2.71,2.44,7.47,8.13,7.6
101247228,83.79,65.43,81.01,43.53,36.24,43.7,86.04,99.7,94.97
101247229,5.08,9.14,6.43,15.26,15.28,17.51,16.31,16.86,10.88
101247231,48.83,47.93,51.03,33.52,35.35,35.39,57.41,57.48,54.58
101247232,0.74,0.81,0.5,0.43,0.11,0.27,0.33,0.48,0.33
101247233,7.2,10.23,7.29,5.21,3.48,3.2,18.18,21.33,23.07
101247234,0,0,0,0,0.04,0,0.65,1.07,0.89
101247235,21.43,14.91,21.06,8.75,7.32,5.68,44.25,45.78,45.19
101247237,4.15,3.79,3.71,2.85,1.88,1.47,2.77,1.69,3.29
101247238,24.52,25.54,27.2,9.61,8.39,8.88,16.4,15.24,18.08
101247241,50.76,41.44,47.68,26.3,20.87,23.43,26.33,24.69,24.46
101247242,2.46,2.56,3.97,4.55,7.48,6.29,0.83,0.27,0
101247243,7.52,6.2,8.03,4.74,5.94,5.05,7.82,7.2,7.16
101247244,139.99,218.09,142.26,123.46,171.18,176.76,142.96,149.17,144.16
101247245,0.05,0.49,0.05,0,0,0,0,0,0.05
101247247,46.75,44.02,44.37,15.12,10.18,12.07,59.44,40.2,56.56
101247248,0,0.05,0.15,0.05,0,0,0,0,0
101247249,4.3,5.17,5.11,2.62,2.02,2.13,1.2,1.69,1.41
101247250,0.31,0.6,0.48,0.36,0.79,0.72,0.1,0.16,0.03
101247252,1.5,1.86,2.33,0.23,0.12,1.05,1.2,0,1.07
101247253,20.9,47.42,20.69,125.28,67.23,65.74,48.83,61.11,55.22
101247254,2.55,2.43,2.74,2.98,5.09,5.99,3.76,3.93,3.6
101247255,0.03,0.03,0.03,0.14,0.03,0,1.12,0.42,0.23
101247256,98.28,105.47,97.03,47.58,54.87,52.08,49.82,56.43,52.9
101247257,0.13,3.32,0.13,0.12,2.16,0.87,0,0.37,0
101247258,9.54,11.44,11.08,18.05,24.48,25.29,23.22,25.58,19.94
101247259,0.14,0.09,0.09,0.26,0.39,0.26,0.09,0.04,0
101247260,35.4,28.53,32.16,54.35,54.56,53.78,61.92,59.39,65.61
101247261,1.27,1.01,2.03,1.24,1.13,1.36,0.97,1.19,2.5
101247262,35.53,22.43,36.17,21.27,30.82,32.12,16.03,14.63,16.11
101247266,10.55,11.13,11.77,10.72,8.11,9.24,4.03,5.96,6.15
101247267,23.92,20.94,21.45,8.28,3.99,5.05,2.11,2.47,2.17
101247268,0,0,0,0,0,0,0,0,0
101247269,1.03,1.3,0.91,0.29,0.26,0.33,0.88,0.59,0.81
101247271,2.31,5.07,3.91,2.03,2.08,1.58,3.67,3.85,3.4
101247272,11.11,23.1,8.47,170.4,249,217.02,378.65,364.47,407.97
101247275,3.71,6.85,3.82,5.35,4.22,4.66,10.04,9.23,8.28
101247276,4.04,6.63,4.7,4.97,10.96,6.81,0.49,1.09,0.28
101247277,44.56,43.99,47.37,70.56,83.48,68.33,51.52,49.4,43.32
101247278,0.05,0,0,0.14,0.05,0.05,0,0.19,0.05
101247279,3.23,6.05,3.84,0.68,0.55,0.76,0.73,0.96,0.7
101247280,2,3.61,2.12,14.51,9.73,7.12,62.51,75.55,73.97
101247282,5.9,8.77,6.29,7.89,11.4,9.73,3.42,4.74,2.52
101247283,0.26,0.35,0.35,0.19,0.19,0.19,0.73,0.56,0.71
101247284,1.71,1.55,1.35,0.38,0.13,0.1,15.66,8.34,10.94
101247285,12.74,15.85,12.03,8.77,10.65,8.53,17.1,16.74,15.01
101247286,3.39,4.66,4.11,7.77,7.12,9.14,18.26,18.69,19.09
101247288,168.1,158.58,126.83,420.94,453.1,451.64,66.54,116.8,92.96
101247289,1.3,2.07,1.42,0.27,0.3,0.27,0.49,0.37,0.47
101247290,1.27,1.05,1.25,0.94,1.15,0.67,3.02,2.97,2.05
101247291,0.19,0.29,0.21,0.21,0.1,0.21,0.55,0.43,0.51
101247292,2.33,2.82,1.51,1.62,0.78,1.04,1.58,0.93,1.17
101247293,144.5,123.85,152.68,69.6,49.63,57.44,12.71,15.82,14.78
